"","fips","sex","x.race.g1","x.michd","fips","sex","x.race.g1","cvdinfr4","fips","sex","x.race.g1","cvdstrk3","fips","sex","x.race.g1","cvdcrhd4"
"66.11",66,1,6,0.0651478906284196,66,1,6,0.0413143428877493,66,1,6,0.0151191384273894,66,1,6,0.0579277380524565
"72.11",72,1,6,0.11032914462291,72,1,6,0.0637349558441724,72,1,6,0.0415583768717808,72,1,6,0.0766767127539765
"78.11",78,1,6,0.0562201884404761,78,1,6,0.0433049722996298,78,1,6,0.0214059895325959,78,1,6,0.0395664455592455
"1.21",1,2,6,0.0717260782097618,1,2,6,0.0479712430455341,1,2,6,0.0633657865917137,1,2,6,0.0613413249346766
"2.21",2,2,6,0.0369762024370231,2,2,6,0.023222209761081,2,2,6,0.0332236114362546,2,2,6,0.0289662653112612
"4.21",4,2,6,0.0510066880063542,4,2,6,0.0375750736364693,4,2,6,0.0647066211623277,4,2,6,0.0506409153799651
"5.21",5,2,6,0.0931893287578484,5,2,6,0.0651482593215702,5,2,6,0.0683400818176811,5,2,6,0.102836117393969
"6.21",6,2,6,0.0395746701465632,6,2,6,0.0223966326110425,6,2,6,0.0457318167139483,6,2,6,0.0367699483434963
"8.21",8,2,6,0.0359604867401851,8,2,6,0.0241618904678365,8,2,6,0.0415937683418748,8,2,6,0.0318029098565286
"9.21",9,2,6,0.041845357334935,9,2,6,0.0310948463243166,9,2,6,0.0490335223029764,9,2,6,0.0326583731118565
"10.21",10,2,6,0.0588554553334077,10,2,6,0.041234921307696,10,2,6,0.0548607623152388,10,2,6,0.0398892123540479
"11.21",11,2,6,0.0380623537190666,11,2,6,0.0264170654610135,11,2,6,0.0332633543439351,11,2,6,0.0414783355449587
"12.21",12,2,6,0.0559992830818854,12,2,6,0.0341847621634278,12,2,6,0.048141378025272,12,2,6,0.0489310460015278
"13.21",13,2,6,0.0598331812346903,13,2,6,0.044591109746011,13,2,6,0.0510026563969855,13,2,6,0.0387855798234137
"15.21",15,2,6,0.043631839815299,15,2,6,0.0270668192115513,15,2,6,0.04017877683716,15,2,6,0.0422749648385393
"16.21",16,2,6,0.052039869581619,16,2,6,0.0383921027832778,16,2,6,0.0325989811001847,16,2,6,0.0541450294359798
"17.21",17,2,6,0.0490088051616576,17,2,6,0.0305556073988516,17,2,6,0.0315528885837421,17,2,6,0.0320910254786905
"18.21",18,2,6,0.0608367021111956,18,2,6,0.0461885215888442,18,2,6,0.0501084139567046,18,2,6,0.0556943798791095
"19.21",19,2,6,0.0465241957965934,19,2,6,0.0313906458768745,19,2,6,0.0445578913420545,19,2,6,0.0466469487145421
"20.21",20,2,6,0.0464567034313404,20,2,6,0.0360316248637657,20,2,6,0.0425702832742353,20,2,6,0.0440611178387215
"21.21",21,2,6,0.0911037875908573,21,2,6,0.0626374144284511,21,2,6,0.0581581842178125,21,2,6,0.0876998023008419
"22.21",22,2,6,0.0676616461084763,22,2,6,0.0423603743578432,22,2,6,0.0436298401105225,22,2,6,0.0606044246540177
"23.21",23,2,6,0.0535819739687956,23,2,6,0.0295438054698586,23,2,6,0.0342830984338729,23,2,6,0.0445043848051962
"24.21",24,2,6,0.0455164514082219,24,2,6,0.0305149623283614,24,2,6,0.0407743959814169,24,2,6,0.041297207127987
"25.21",25,2,6,0.0512260223120364,25,2,6,0.040212421463221,25,2,6,0.0432021857127272,25,2,6,0.0582030249388236
"26.21",26,2,6,0.0566739564639685,26,2,6,0.0363047689268487,26,2,6,0.0491782883712827,26,2,6,0.0545471370580409
"27.21",27,2,6,0.0388842847172595,27,2,6,0.0235437660146566,27,2,6,0.0302159508595924,27,2,6,0.0371032853357731
"28.21",28,2,6,0.0818236645121721,28,2,6,0.051960425080854,28,2,6,0.0602395129279721,28,2,6,0.0711116167294945
"29.21",29,2,6,0.0677885721629812,29,2,6,0.0378567708778519,29,2,6,0.0562606693783273,29,2,6,0.0559558367587209
"30.21",30,2,6,0.0424835932390383,30,2,6,0.0320540673798084,30,2,6,0.0461107625895959,30,2,6,0.039651140260271
"31.21",31,2,6,0.0477622275388428,31,2,6,0.0340818851479612,31,2,6,0.0512302741147396,31,2,6,0.0429979829037322
"32.21",32,2,6,0.0531648294283268,32,2,6,0.0399750380864283,32,2,6,0.0439254692355451,32,2,6,0.0412298017721125
"33.21",33,2,6,0.0382117069033545,33,2,6,0.0282850596024772,33,2,6,0.0423088432004463,33,2,6,0.0341554306797579
"34.21",34,2,6,0.046227942694299,34,2,6,0.0308330350630723,34,2,6,0.0384299759011474,34,2,6,0.0382007831889211
"35.21",35,2,6,0.0580934485703604,35,2,6,0.0451046970478718,35,2,6,0.0488574269651418,35,2,6,0.0608013713890081
"36.21",36,2,6,0.0527398907943073,36,2,6,0.032256804704343,36,2,6,0.0353540959052637,36,2,6,0.0440855601822068
"37.21",37,2,6,0.0595214313992402,37,2,6,0.030259109194057,37,2,6,0.0582914356105254,37,2,6,0.0759183129226707
"38.21",38,2,6,0.0496060395127838,38,2,6,0.0348738378912989,38,2,6,0.032447633023061,38,2,6,0.0414346907424283
"39.21",39,2,6,0.056439426713443,39,2,6,0.0373951236164948,39,2,6,0.0423010749561488,39,2,6,0.0536671427334376
"40.21",40,2,6,0.0597594103960856,40,2,6,0.0420094675222709,40,2,6,0.0694567788695405,40,2,6,0.0607878343877969
"41.21",41,2,6,0.0517067692285083,41,2,6,0.0369841826064965,41,2,6,0.0462376044462318,41,2,6,0.0585006858511042
"42.21",42,2,6,0.0535803940294993,42,2,6,0.0342217588591285,42,2,6,0.0560759394204602,42,2,6,0.0426129818343682
"44.21",44,2,6,0.0427443836927244,44,2,6,0.0285904575892444,44,2,6,0.0352970447781802,44,2,6,0.0348087879667324
"45.21",45,2,6,0.0576670150517933,45,2,6,0.0422156385650502,45,2,6,0.0466465853543922,45,2,6,0.0603349428043403
"46.21",46,2,6,0.04883913762745,46,2,6,0.0277801390919251,46,2,6,0.0396182884866625,46,2,6,0.0526654795266595
"47.21",47,2,6,0.0701505131296419,47,2,6,0.0506095256791243,47,2,6,0.0630239177616524,47,2,6,0.0566382187808957
"48.21",48,2,6,0.0488478615532369,48,2,6,0.0261291354414515,48,2,6,0.0252851011439271,48,2,6,0.0414014025374035
"49.21",49,2,6,0.0263065751951741,49,2,6,0.0154962413390695,49,2,6,0.0343992982069012,49,2,6,0.0273056948869128
"50.21",50,2,6,0.0452328307702243,50,2,6,0.0324906040006893,50,2,6,0.0345406586322508,50,2,6,0.0491201520550763
"51.21",51,2,6,0.0537288793228483,51,2,6,0.0404662693213791,51,2,6,0.0472726185606627,51,2,6,0.0451198392333534
"53.21",53,2,6,0.0450982449130013,53,2,6,0.0381894960365953,53,2,6,0.0627071708709089,53,2,6,0.048620922075731
"54.21",54,2,6,0.0966487266281758,54,2,6,0.0616686369468286,54,2,6,0.0732463437832038,54,2,6,0.100684158658683
"55.21",55,2,6,0.0475652432172282,55,2,6,0.0361415647911235,55,2,6,0.0367031501399827,55,2,6,0.041325079297806
"56.21",56,2,6,0.0493512368267022,56,2,6,0.0450264816993896,56,2,6,0.0466583303756684,56,2,6,0.0351199745457159
"66.21",66,2,6,0.0513171468756708,66,2,6,0.0249927348903559,66,2,6,0.0637427086507559,66,2,6,0.0476271932924352
"72.21",72,2,6,0.110310980380866,72,2,6,0.0634830356306444,72,2,6,0.0319367727145824,72,2,6,0.0781605788719914
"78.21",78,2,6,0.0244592884487374,78,2,6,0.0164823028977469,78,2,6,0.0142572589168067,78,2,6,0.0123328153085494
